image_id,tumor,benign,malignant,stratum,split,is_labeled
IMG001050.jpeg,1,1,0,ben_lower,train,False
IMG000364.jpeg,1,1,0,ben_lower,train,False
IMG001084.jpeg,1,1,0,ben_lower,train,True
IMG001428.jpeg,1,1,0,ben_lower,train,False
IMG001095.jpeg,1,1,0,ben_lower,train,False
IMG000390.jpeg,1,1,0,ben_lower,train,False
IMG001328.jpeg,1,1,0,ben_lower,train,False
IMG001611.jpeg,1,1,0,ben_lower,train,True
IMG000996.jpeg,1,1,0,ben_lower,train,False
IMG001108.jpeg,1,1,0,ben_lower,train,False
IMG001562.jpeg,1,1,0,ben_lower,train,True
IMG000493.jpeg,1,1,0,ben_lower,train,True
IMG001468.jpeg,1,1,0,ben_lower,train,True
IMG000375.jpeg,1,1,0,ben_lower,train,False
IMG001098.jpeg,1,1,0,ben_lower,train,False
IMG001632.jpeg,1,1,0,ben_lower,train,True
IMG001152.jpeg,1,1,0,ben_lower,train,True
IMG000956.jpeg,1,1,0,ben_lower,train,True
IMG000306.jpeg,1,1,0,ben_lower,train,True
IMG000904.jpeg,1,1,0,ben_lower,train,True
IMG000613.jpeg,1,1,0,ben_lower,train,False
IMG001724.jpeg,1,1,0,ben_lower,train,True
IMG000949.jpeg,1,1,0,ben_lower,train,True
IMG001450.jpeg,1,1,0,ben_lower,train,False
IMG000440.jpeg,1,1,0,ben_lower,train,False
IMG000352.jpeg,1,1,0,ben_lower,train,False
IMG000670.jpeg,1,1,0,ben_lower,train,True
IMG001159.jpeg,1,1,0,ben_lower,train,True
IMG001520.jpeg,1,1,0,ben_lower,train,False
IMG001085.jpeg,1,1,0,ben_lower,train,True
IMG001234.jpeg,1,1,0,ben_lower,train,False
IMG000891.jpeg,1,1,0,ben_lower,train,True
IMG001230.jpeg,1,1,0,ben_lower,train,True
IMG001495.jpeg,1,1,0,ben_lower,train,True
IMG001118.jpeg,1,1,0,ben_lower,train,True
IMG000919.jpeg,1,1,0,ben_lower,train,True
IMG000302.jpeg,1,1,0,ben_lower,train,False
IMG001763.jpeg,1,1,0,ben_lower,train,True
IMG000810.jpeg,1,1,0,ben_lower,train,True
IMG000277.jpeg,1,1,0,ben_lower,train,False
IMG000811.jpeg,1,1,0,ben_lower,train,False
IMG000447.jpeg,1,1,0,ben_lower,train,True
IMG000449.jpeg,1,1,0,ben_lower,train,False
IMG000547.jpeg,1,1,0,ben_lower,train,False
IMG001710.jpeg,1,1,0,ben_lower,train,True
IMG001293.jpeg,1,1,0,ben_lower,train,False
IMG001386.jpeg,1,1,0,ben_lower,train,True
IMG000733.jpeg,1,1,0,ben_lower,train,False
IMG001588.jpeg,1,1,0,ben_lower,train,True
IMG001237.jpeg,1,1,0,ben_lower,train,True
